Emsdetten;02572;7.53333;52.1833;35386
Nordwalde;02573;7.48333;52.0833;9389
Saerbeck;02574;7.63333;52.1833;6782
Warendorf;02581;7.98333;51.95;38781
Everswinkel;02582;7.85;51.9333;9422
Sassenberg, Westfalen;02583;8.05;52;13965
Beelen;02586;8.13333;51.9333;6312
Lüdinghausen;02591;7.45;51.7667;24053
Selm;02592;7.46667;51.7;27496
Ascheberg, Westfalen;02593;7.61667;51.7833;15052
Dülmen;02594;7.3;51.8333;47479
Olfen, Westfalen;02595;7.4;51.7;11930
Nordkirchen;02596;7.53333;51.7333;10342
Senden, Westfalen;02597;7.5;51.85;20267
Alsbach, Westerwald;02601;7.66667;50.4667;2313
Bannberscheid;02602;7.83333;50.4667;12558
Bad Ems;02603;7.71667;50.3333;9452
Attenhausen, Rhein-Lahn-Kreis;02604;7.88333;50.3;5042
Alken, Mosel;02605;7.45;50.25;1542
Winningen, Mosel;02606;7.51667;50.3167;2477
Brodenbach;02607;7.45;50.2333;3370
Welschneudorf;02608;7.8;50.3667;1019
Koblenz am Rhein;0261;7.6;50.35;106681
Kadenbach;02620;7.73333;50.3833;2058
Lahnstein;02621;7.61667;50.3;18439
Bendorf, Rhein;02622;7.56667;50.4333;17451
Breitenau, Westerwald;02623;7.68333;50.5;7373
Hilgert bei Höhr-Grenzhausen;02624;7.7;50.45;9758
Ochtendung;02625;7.38333;50.35;5252
Ellenhausen;02626;7.71667;50.5167;2901
Osterspai;02627;7.61667;50.25;3190
Brey;02628;7.628333333332;50.273333333332;3014
Mülheim-Kärlich;02630;7.5;50.3833;10416
Leutesdorf, Rhein;02631;7.38333;50.45;66455
Andernach;02632;7.4;50.4333;29416
Bad Breisig;02633;7.3;50.5167;9024
Bonefeld;02634;7.5;50.5333;2622
Bad Hönningen;02635;7.31667;50.5167;5724
Königsfeld, Eifel;02636;7.18333;50.5;3313
Kaltenengers;02637;7.55;50.4167;7803
Breitscheid, Kreis Neuwied;02638;7.43333;50.5833;2276
Anhausen, Kreis Neuwied;02639;7.55;50.5;1353
Bad Neuenahr-Ahrweiler;02641;7.1;50.55;27628
Remagen;02642;7.23333;50.5667;17774
Ahrbrück;02643;6.98333;50.4667;1934
Dattenberg bei Linz am Rhein;02644;7.3;50.55;6016
Vettelschoß;02645;7.35;50.6167;4346
Dedenbach;02646;7.18333;50.4833;407
Kesseling;02647;7.01667;50.4833;621
Anschau;02651;7.1;50.3;19428
Kruft;02652;7.33333;50.3833;8721
Brachtendorf;02653;7.23333;50.2333;2915
Einig;02654;7.28333;50.2833;6607
Brenk;02655;7.18333;50.4333;1581
Acht;02656;7.06667;50.3667;464
Arbach;02657;7.05;50.2833;720
Bad Marienberg (Westerwald);02661;7.95;50.65;5877
Alpenrod;02662;7.86667;50.6333;5776
Ailertchen;02663;7.93333;50.6;5730
Hellenhahn-Schellenberg;02664;8.01667;50.6;3956
Freilingen, Westerwald;02666;7.83333;50.5667;687
Bretthausen bei Rennerod;02667;8.06667;50.6667;479
Bremm, Mosel;02671;7.11667;50.1;5162
Binningen, Eifel;02672;7.25;50.2;2350
Beilstein, Mosel;02673;7.25;50.1167;870
Bad Bertrich;02674;7.03333;50.0667;967
Beuren, Eifel;02675;7.08333;50.1;1085
Auderath;02676;7;50.1833;3232
Lutzerath;02677;7;50.1333;1495
Alflen;02678;7.03333;50.1833;1156
Mündersbach;02680;7.73333;50.6;781
Almersbach;02681;7.63333;50.6833;1106
Bitzen bei Wissen;02682;7.68333;50.8;3374
Asbach, Westerwald;02683;7.41667;50.6667;7006
Döttesfeld;02684;7.55;50.6333;2300
Berzhausen;02685;7.56667;50.6667;1929
Ersfeld;02686;7.51667;50.7;1466
Bürdenbach;02687;7.51667;50.6;825
Astert;02688;7.78333;50.7;246
Dernbach bei Dierdorf;02689;7.6;50.55;5996
Adenau;02691;6.93333;50.3833;2942
Beinhausen;02692;6.88333;50.2667;2000
Antweiler bei Adenau;02693;6.83333;50.4;567
Wershofen;02694;6.81667;50.45;907
Insul, Ahr;02695;6.91667;50.4333;469
Hümmel;02696;6.78333;50.4667;1391
Siegen;0271;8.03333;50.8667;106745
Finnentrop;02721;7.96667;51.1667;27953
Attendorn;02722;7.9;51.1167;24836
Kirchhundem;02723;8.1;51.1;13051
Kreuztal, Westfalen;02732;7.98333;50.9667;32042
Hilchenbach, Siegerland;02733;8.1;50.9833;16601
Freudenberg, Westfalen;02734;7.86667;50.9;18352
Neunkirchen, Siegerland;02735;8;50.8;14396
Burbach, Siegerland;02736;8.08333;50.75;15036
Netphen;02738;8.1;50.9167;24855
Wilnsdorf;02739;8.1;50.8167;21430
Alsdorf, Sieg;02741;7.86667;50.7667;10406
Birkenbeul;02742;7.61667;50.7333;8594
Daaden;02743;7.96667;50.7333;4911
Herdorf, Sieg;02744;7.95;50.7667;7166
Brachbach, Sieg;02745;7.93333;50.8167;6332
Dickendorf;02747;7.85;50.7333;1889
Bad Berleburg;02751;8.41661;51.0386;20794
Bad Laasphe;02752;8.4;50.9333;15347
Erndtebrück;02753;8.26667;50.9833;7701
Drolshagen;02761;7.76667;51.0167;25644
Wenden, Südsauerland;02762;7.86667;50.9667;19909
Eschenburg;02770;8.35833;50.8083;10744
Dillenburg;02771;8.28333;50.7333;24444
Herborn, Hessen;02772;8.31667;50.6833;21088
Haiger;02773;8.21667;50.75;19947
Dietzhölztal;02774;8.31667;50.8333;6304
Driedorf;02775;8.18333;50.6333;5270
Bad Endbach;02776;8.5;50.75;8649
Breitscheid, Hessen;02777;8.2;50.6833;5072
Siegbach;02778;8.41667;50.7333;2926
Xanten;02801;6.45;51.6667;21367
Alpen;02802;6.51667;51.5833;12795
Wesel am Rhein;0281;6.61667;51.6667;61591
Bedburg-Hau;02821;6.16667;51.7667;49249
Emmerich am Rhein;02822;6.25;51.8333;29390
Goch;02823;6.16667;51.6667;33830
Kalkar, Niederrhein;02824;6.3;51.7333;14010
Uedem;02825;6.275;51.6667;8385
Kranenburg, Niederrhein;02826;6.01667;51.7833;9545
Geldern;02831;6.33333;51.5167;33861
Kevelaer;02832;6.25;51.5833;27928
Kerken;02833;6.36667;51.45;12641
Straelen;02834;6.26667;51.45;15401
Issum;02835;6.43333;51.5333;12189
Wachtendonk;02836;6.33333;51.4;7669
Weeze;02837;6.2;51.6333;10126
Sonsbeck;02838;6.36667;51.6167;8613
Moers;02841;6.65;51.45;107930
Kamp-Lintfort;02842;6.53333;51.5;39750
Rheinberg;02843;6.6;51.55;32080
Rheurdt;02845;6.46667;51.4667;28835
Rees;02851;6.4;51.7667;22502
Hamminkeln;02852;6.58333;51.7333;27503
Schermbeck, Niederrhein;02853;6.86667;51.6833;13633
Voerde (Niederrhein);02855;6.68333;51.6;38662
Hünxe;02858;6.78333;51.65;13704
Borken, Westfalen;02861;6.86667;51.85;40999
Südlohn;02862;6.86667;51.9333;8779
Velen;02863;6.98333;51.9;12906
Reken;02864;7.03333;51.8167;14168
Raesfeld;02865;6.85;51.7667;11217
Heiden, Kreis Borken;02867;6.93333;51.8333;8089
Bocholt;02871;6.6;51.8333;73696
Rhede, Westfalen;02872;6.7;51.8333;18764
Isselburg;02874;6.46667;51.8333;11147
Warstein;02902;8.36667;51.45;28629
Bestwig;02904;8.4;51.3667;11908
Meschede;0291;8.28333;51.35;32218
Soest, Westfalen;02921;8.11667;51.5833;48335
Werl;02922;7.91667;51.55;32124
Lippetal;02923;8.08333;51.65;12626
Möhnesee;02924;8.13333;51.5;11300
Bad Sassendorf;02927;8.16667;51.5833;11392
Arnsberg, Westfalen;02931;8.08333;51.3833;76643
Sundern (Sauerland);02933;8;51.3333;29436
Ense;02938;7.98333;51.4833;12694
Lippstadt;02941;8.35;51.6667;67486
Geseke;02942;8.51667;51.65;20573
Erwitte;02943;8.35;51.6167;15847
Anröchte;02947;8.33333;51.5667;10876
Büren, Westfalen;02951;8.56667;51.55;22346
Rüthen;02952;8.45;51.4833;11512
Bad Wünnenberg;02953;8.7;51.5167;12298
Brilon;02961;8.58333;51.4;27073
Olsberg;02962;8.5;51.35;16114
Schmallenberg;02972;8.3;51.15;26101
Eslohe (Sauerland);02973;8.16667;51.25;9342
Winterberg, Westfalen;02981;8.53333;51.2;14687
Medebach;02982;8.71667;51.2;8312
Hallenberg;02984;8.63333;51.1167;4662
Marsberg, Sauerland;02992;8.85;51.45;21935
Berlin;030;13.4;52.5167;3387828
Groß Schacksdorf-Simmersdorf;03159;14.625;51.7;1281
Oranienburg;03301;13.2333;52.75;41055
Hennigsdorf;03302;13.2;52.6333;26142
Birkenwerder;03303;13.2833;52.6833;21920
Oberkrämer;03304;13.114718614673;52.703368176532;11475
Leegebruch;033052;13.2;52.7167;6499
Liebenwalde;033054;13.4;52.8667;4670
Kremmen;033055;13.0333;52.7667;7306
Glienicke / Nordbahn;033056;13.3333;52.6333;10458
Gransee;03306;13.15;53.0167;6307
Zehdenick;03307;13.3333;52.9833;10974
Fürstenberg / Havel;033093;13.15;53.1833;4529
Löwenberger Land;033094;13.1729;52.8958;7046
Potsdam;0331;13.0667;52.4;145707
Nuthetal;033200;13.11026;52.34061;8468
Kleinmachnow;033203;13.2333;52.4;17100
Beelitz, Mark;033204;12.9667;52.2333;12318
Michendorf;033205;13.0167;52.3;10233
Groß Kreutz (Havel);033207;12.7833;52.4;8364
Schwielowsee;033209;12.9722;52.3389;9308
Nauen, Havelland;03321;12.8833;52.6;11024
Dallgow-Döberitz;03322;13.05;52.5333;37493
Brieselang;033232;13;52.5833;8535
Ketzin;033233;12.85;52.4667;3942
Wustermark;033234;12.95;52.55;7166
Friesack;033235;12.5833;52.7333;2904
Paulinenaue;033237;12.7167;52.6833;1021
Werder (Havel);03327;12.95;52.3833;22611
Teltow;03328;13.2667;52.4;19541
Stahnsdorf;03329;13.2167;52.3833;12216
Angermünde;03331;14;53.0333;9616
Schwedt / Oder;03332;14.3;53.0667;37940
Casekow;033331;14.2167;53.2167;2385
Gartz (Oder);033332;14.3833;53.2;2669
Tantow;033333;14.35;53.2667;797
Berkholz-Meyenburg;033335;14.2167;53.05;1208
Britz bei Eberswalde;03334;13.8;52.8833;42144
Schorfheide;03335;13.71365;52.91259;10420
Friedrichswalde bei Eberswalde;033361;13.7167;53.0333;3448
Chorin;033366;13.8667;52.9167;2582
Althüttendorf;033367;13.8;52.9667;646
Hohensaaten;033368;14.15;52.8667;814
Liepe bei Eberswalde;033369;13.9667;52.8667;2632
Biesenthal bei Bernau bei Berlin;03337;13.6333;52.7667;5160
Bernau bei Berlin;03338;13.5833;52.6667;34995
Wandlitz;033397;13.45;52.75;19987
Werneuchen;033398;13.7333;52.6333;3964
Strausberg;03341;13.8833;52.5833;26593
Hoppegarten;03342;13.6585;52.52117;16147
Müncheberg;033432;14.1333;52.5;7814
Buckow (Märkische Schweiz);033433;14.0791;52.5655;1692
Rehfelde bei Strausberg;033435;13.9291;52.52;3628
Prötzel;033436;14.0036;52.6536;1267
Altlandsberg;033438;13.7333;52.5667;8189
Fredersdorf-Vogelsdorf;033439;13.7333;52.5;12197
Bad Freienwalde (Oder);03344;14.0333;52.7833;9818
Neulewin;033452;14.2778;52.7444;1195
Bliesdorf bei Bad Freienwalde;033456;14.1615;52.6778;7462
Beiersdorf-Freudenberg;033458;13.8014;52.6967;2510
Falkenhagen (Mark);03346;14.3209;52.4291;5316
Lietzen;033470;14.3455;52.4677;840
Alt Tucheband;033472;14.5301;52.5214;3160
Zechin;033473;14.4569;52.6043;819
Letschin;033475;14.3667;52.6333;5332
Gusow-Platkow;033476;14.34;52.5777;2993
Frankfurt (Oder);0335;14.55;52.35;65242
Podelzig;033601;14.539;52.47;1005
Lebus;033604;14.4926;52.4257;3400
Grunow-Dammendorf;033606;14.4083;52.15;4337
Berkenbrück bei Fürstenwalde;033607;14.15;52.35;2333
Brieskow-Finkenheerd;033609;14.5833;52.2667;2662
Fürstenwalde / Spree;03361;14.0583;52.3833;33374
Erkner;03362;13.75;52.4167;11829
Bad Saarow;033631;14.0833;52.3;4594
Gosen-Neu Zittau;033633;13.7333;52.3917;2695
Steinhöfel bei Fürstenwalde;033636;14.1375;52.4264;3780
Rüdersdorf bei Berlin;033638;13.7833;52.45;10551
Eisenhüttenstadt;03364;14.65;52.15;35884
Lawitz;033652;14.6333;52.1167;4365
Ziltendorf;033653;14.65;52.2167;1668
Beeskow;03366;14.25;52.1667;8756
Alt Zauche-Wußwerk;033671;14.01521;51.91531;1706
Rietz-Neuendorf;033672;14.1619;52.2321;3532
Tauche;033675;14.1306;52.1292;3905
Friedland, Mark;033676;14.3104;52.0943;3078
Storkow (Mark);033678;13.8964;52.2238;6921
Wendisch Rietz;033679;14.0167;52.2;1345
Großbeeren;033701;13.3333;52.3667;6473
Mellensee;033703;13.43;52.1833;5902
Baruth / Mark;033704;13.5;52.05;4523
Rangsdorf;033708;13.4333;52.2833;7619
Luckenwalde;03371;13.1667;52.0833;21570
Jüterbog;03372;13.0833;51.9833;13604
Trebbin;033731;13.2;52.2167;6433
Niedergörsdorf;033741;13;51.9833;7257
Niederer Fläming;033746;13.2092;51.9025;3773
Treuenbrietzen;033748;12.8667;52.1;7780
Königs Wusterhausen;03375;13.6167;52.2833;32785
Schulzendorf bei Eichwalde;033762;13.5833;52.3667;9831
Bestensee;033763;13.65;52.25;5523
Mittenwalde, Mark;033764;13.5333;52.2667;2202
Märkisch Buchholz;033765;13.75;52.1;836
Groß Köris;033766;13.6667;52.1667;1888
Heidesee;033767;13.74591;52.28588;6777
Zossen bei Berlin;03377;13.45;52.2167;16310
Ludwigsfelde;03378;13.2667;52.3;24260
Blankenfelde-Mahlow;03379;13.41014;52.33635;23615
Brandenburg an der Havel;03381;12.55;52.4167;74875
Gräben bei Ziesar;033830;12.4333;52.2333;2910
Päwesin;033838;12.7167;52.5167;565
Bensdorf;033839;12.3333;52.4167;3133
Belzig;033841;12.6;52.1333;11407
Mühlenfließ;033843;12.7917;52.1194;2327
Bruck, Oberbayern;033844;11.9167;48.0167;3885
Borkheide;033845;12.85;52.2167;1826
Görzke;033847;12.3705555555556;52.1708333333333;1580
Wiesenburg / Mark;033849;12.45;52.1167;5459
Rathenow;03385;12.3333;52.6;27230
Milower Land;03386;12.40374;52.49361;9671
Großderschau;033875;12.35;52.7833;2012
Kotzen;033878;12.5167;52.6333;1377
Schollene;033879;12.2167;52.6833;1405
Alt Ruppin;03391;12.849444;52.947222;32145
Dabergotz;033920;12.7333;52.9;1568
Rheinsberg;033931;12.8833;53.1;8622
Fehrbellin;033932;12.7667;52.8;9718
Herzberg (Mark);033933;12.9833;52.9;3068
Wittstock / Dosse;03394;12.5;53.15;12022
Gerdshagen bei Pritzwalk;03395;12.2;53.25;13875
Heiligengrabe;033962;12.35;53.15;4735
Meyenburg, Prignitz;033968;12.2333;53.3167;2663
Neustadt (Dosse);033970;12.4333;52.8667;4013
Kyritz;033971;12.4;52.95;10343
Breddin;033972;12.2167;52.8833;1086
Gumtow;033977;12.25;52.9833;4184
Wusterhausen / Dosse;033979;12.4667;52.8833;6665
Berge bei Perleberg;033981;11.8667;53.2333;3193
Groß Pankow (Prignitz);033983;12.05;53.1167;4758
Dessau, Anhalt;0340;12.25;51.8333;78953
Leipzig;0341;12.3833;51.3667;498491
Delitzsch;034202;12.35;51.5333;28001
Zwenkau;034203;12.3167;51.2167;8992
Schkeuditz;034204;12.2167;51.4;18915
Großlehna;034205;12.1667;51.3;13078
Böhlen bei Leipzig;034206;12.3833;51.2;7072
Löbnitz bei Delitzsch;034208;12.4667;51.6;2315
Beilrode;03421;13.0667;51.5667;19062
Schildau, Gneisenaustadt;034221;12.9333;51.45;3844
Arzberg bei Torgau;034222;13.1333;51.5333;2364
Dommitzsch;034223;12.8833;51.65;3234
Belgern bei Torgau;034224;13.1333;51.4833;5314
Eilenburg;03423;12.6167;51.4667;17950
Jesewitz;034241;12.5;51.4333;3141
Bad Düben;034243;12.5833;51.6;9065
Doberschütz;034244;12.7333;51.5;5776
Bennewitz bei Wurzen;03425;12.7167;51.3667;15473
Kühren-Burkartshain;034261;12.8259;51.3296;2970
Falkenhain bei Wurzen;034262;12.8833;51.4167;4109
Hohburg bei Wurzen;034263;12.8;51.4167;3110
Borsdorf an der Parthe;034291;12.5333;51.35;8045
Brandis bei Wurzen;034292;12.6;51.3333;9859
Belgershain;034293;12.55;51.2333;8854
Rackwitz;034294;12.3833;51.4333;3228
Krostitz;034295;12.45;51.4667;4084
Elstertrebnitz;034296;12.2333;51.15;8722
Taucha bei Leipzig;034298;12.4833;51.3833;14643
Markkleeberg;034299;12.4;51.2833;23639
Döbeln;03431;13.1167;51.1167;21365
Bockelwitz;034321;12.9667;51.2;7335
Tiefenbach, Sachsen;034322;12.8286;50.8619;7824
Ostrau, Sachsen;034324;13.1667;51.2;4477
Kriebstein;034327;13.0167;51.05;9217
Hartha bei Döbeln;034328;12.9667;51.1;7436
Borna bei Leipzig;03433;12.5;51.1167;22849
Geithain;034341;12.7167;51.05;6710
Neukieritzsch;034342;12.4333;51.1667;3700
Deutzen;034343;12.45;51.1167;4293
Kohren-Sahlis;034344;12.6167;51.0167;3176
Bad Lausick;034345;12.6333;51.15;9031
Narsdorf;034346;12.7167;51.0167;1957
Espenhain;034347;12.4667;51.1833;2792
Frohburg;034348;12.55;51.05;8340
Liebschützberg;03435;13.1588;51.3333;16849
Dahlen, Sachsen;034361;13;51.3667;5117
Mügeln bei Oschatz;034362;13.05;51.2333;4940
Cavertitz;034363;13.1333;51.3833;2642
Wermsdorf;034364;12.95;51.2833;6136
Grimma;03437;12.7167;51.2333;18236
Colditz;034381;12.8167;51.1333;5506
Nerchau;034382;12.8;51.2667;4392
Trebsen / Mulde;034383;12.75;51.2833;4433
Großbothen;034384;12.75;51.2;3724
Mutzschen;034385;12.9;51.2667;2445
Thümmlitzwalde;034386;12.9175;51.1817;3607
Deuben bei Weißenfels;03441;12.0667;51.1167;29167
Goldschau bei Zeitz, Elster;034422;11.9;51.0667;1368
Heuckewalde;034423;12.1667;50.9667;433
Elsteraue;034424;12.21168;51.0833333333;9898
Bergisdorf;034425;12.1167;51.0333;1898
Bröckau;034426;12.2167;50.9667;1484
Goseck;03443;11.8667;51.2;30046
Dehlitz (Saale);034441;12.0167;51.2333;9806
Gröben bei Weißenfels;034443;12.0333;51.1167;3557
Großgörschen;034444;12.1833;51.2167;3658
Stößen;034445;11.9333;51.1;1076
Burgwerben;034446;11.9833;51.2167;2042
